Fund Holdings as of,"17/Oct/2018"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"DB1","DEUTSCHE BOERSE AG","Equity","0.69","110.35","7,240.00","798,934.00","798,934.00","Financials","DE0005810055","Xetra","Germany","EUR"
"HEIA","HEINEKEN NV","Equity","0.65","76.76","9,773.00","750,175.48","750,175.48","Consumer Staples","NL0000009165","Euronext Amsterdam","Netherlands","EUR"
"DBK","DEUTSCHE BANK AG","Equity","0.62","9.78","73,578.00","719,666.42","719,666.42","Financials","DE0005140008","Xetra","Germany","EUR"
"AKZA","AKZO NOBEL NV","Equity","0.62","76.00","9,468.00","719,568.00","719,568.00","Materials","NL0000009132","Euronext Amsterdam","Netherlands","EUR"
"EOAN","E.ON N","Equity","0.61","8.49","82,492.00","700,439.57","700,439.57","Utilities","DE000ENAG999","Xetra","Germany","EUR"
"SAMPO","SAMPO","Equity","0.59","40.84","16,725.00","683,049.00","683,049.00","Financials","FI0009003305","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"HEN3","HENKEL & KGAA PREF AG","Equity","0.56","96.72","6,721.00","650,055.12","650,055.12","Consumer Staples","DE0006048432","Xetra","Germany","EUR"
"ML","MICHELIN","Equity","0.55","98.28","6,436.00","632,530.08","632,530.08","Consumer Discretionary","FR0000121261","Nyse Euronext - Euronext Paris","France","EUR"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Equity","0.54","33.56","18,767.00","629,726.68","629,726.68","Industrials","FR0000125007","Nyse Euronext - Euronext Paris","France","EUR"
"G","ASSICURAZIONI GENERALI","Equity","0.54","14.23","43,979.00","626,041.06","626,041.06","Financials","IT0000062072","Borsa Italiana","Italy","EUR"
"MT","ARCELORMITTAL SA","Equity","0.54","24.81","25,011.00","620,397.85","620,397.85","Materials","LU1598757687","Euronext Amsterdam","France","EUR"
"KBC","KBC GROEP","Equity","0.53","65.00","9,411.00","611,715.00","611,715.00","Financials","BE0003565737","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"RMS","HERMES INTERNATIONAL","Equity","0.52","499.30","1,193.00","595,664.90","595,664.90","Consumer Discretionary","FR0000052292","Nyse Euronext - Euronext Paris","France","EUR"
"FME","FRESENIUS MEDICAL CARE AG","Equity","0.50","71.58","8,083.00","578,581.14","578,581.14","Health Care","DE0005785802","Xetra","Germany","EUR"
"CON","CONTINENTAL AG","Equity","0.50","138.95","4,123.00","572,890.85","572,890.85","Consumer Discretionary","DE0005439004","Xetra","Germany","EUR"
"DSY","DASSAULT SYSTEMES","Equity","0.49","116.25","4,905.00","570,206.25","570,206.25","Information Technology","FR0000130650","Nyse Euronext - Euronext Paris","France","EUR"
"FCA","FIAT CHRYSLER AUTOMOBILES NV","Equity","0.49","13.87","40,593.00","562,943.72","562,943.72","Consumer Discretionary","NL0010877643","Borsa Italiana","Italy","EUR"
"DSM","KONINKILIJKE DSM NV","Equity","0.47","80.70","6,798.00","548,598.60","548,598.60","Materials","NL0000009827","Euronext Amsterdam","Netherlands","EUR"
"KNEBV","KONE","Equity","0.46","41.78","12,688.00","530,104.64","530,104.64","Industrials","FI0009013403","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"ACA","CREDIT AGRICOLE SA","Equity","0.45","12.16","43,020.00","523,123.20","523,123.20","Financials","FR0000045072","Nyse Euronext - Euronext Paris","France","EUR"
"CABK","CAIXABANK SA","Equity","0.45","3.81","135,136.00","515,408.70","515,408.70","Financials","ES0140609019","Bolsa De Madrid","Spain","EUR"
"RNO","RENAULT SA","Equity","0.44","69.11","7,285.00","503,466.35","503,466.35","Consumer Discretionary","FR0000131906","Nyse Euronext - Euronext Paris","France","EUR"
"HO","THALES SA","Equity","0.40","114.70","4,002.00","459,029.40","459,029.40","Industrials","FR0000121329","Nyse Euronext - Euronext Paris","France","EUR"
"MRK","MERCK","Equity","0.39","92.30","4,908.00","453,008.40","453,008.40","Health Care","DE0006599905","Xetra","Germany","EUR"
"EBS","ERSTE GROUP BANK AG","Equity","0.36","36.82","11,389.00","419,342.98","419,342.98","Financials","AT0000652011","Wiener Boerse Ag","Austria","EUR"
"PUB","PUBLICIS GROUPE SA","Equity","0.35","52.24","7,779.00","406,374.96","406,374.96","Communication","FR0000130577","Nyse Euronext - Euronext Paris","France","EUR"
"ABN","ABN AMRO GROUP NV","Equity","0.32","22.78","16,217.00","369,423.26","369,423.26","Financials","NL0011540547","Euronext Amsterdam","Netherlands","EUR"
"UCB","UCB SA","Equity","0.32","75.94","4,818.00","365,878.92","365,878.92","Health Care","BE0003739530","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"AGN","AEGON NV","Equity","0.31","5.31","68,181.00","362,041.11","362,041.11","Financials","NL0000303709","Euronext Amsterdam","Netherlands","EUR"
"AENA","AENA SME SA","Equity","0.31","139.75","2,554.00","356,921.50","356,921.50","Industrials","ES0105046009","Bolsa De Madrid","Spain","EUR"
"HEI","HEIDELBERGCEMENT AG","Equity","0.31","62.64","5,645.00","353,602.80","353,602.80","Materials","DE0006047004","Xetra","Germany","EUR"
"BEI","BEIERSDORF AG","Equity","0.30","91.78","3,840.00","352,435.20","352,435.20","Consumer Staples","DE0005200000","Xetra","Germany","EUR"
"LUX","LUXOTTICA GROUP","Equity","0.29","53.10","6,390.00","339,309.00","339,309.00","Consumer Discretionary","IT0001479374","Borsa Italiana","Italy","EUR"
"TKA","THYSSENKRUPP AG","Equity","0.29","20.33","16,680.00","339,104.40","339,104.40","Materials","DE0007500001","Xetra","Germany","EUR"
"CA","CARREFOUR SA","Equity","0.29","15.57","21,613.00","336,622.47","336,622.47","Consumer Staples","FR0000120172","Nyse Euronext - Euronext Paris","France","EUR"
"FER","FERROVIAL SA","Equity","0.29","18.35","18,282.00","335,474.70","335,474.70","Industrials","ES0118900010","Bolsa De Madrid","Spain","EUR"
"HEN","HENKEL AG","Equity","0.29","85.75","3,901.00","334,510.75","334,510.75","Consumer Staples","DE0006048408","Xetra","Germany","EUR"
"EDF","ELECTRICITE DE FRANCE SA","Equity","0.29","14.86","22,208.00","330,010.88","330,010.88","Utilities","FR0010242511","Nyse Euronext - Euronext Paris","France","EUR"
"CCE","COCA COLA EUROPEAN PARTNERS PLC","Equity","0.28","39.35","8,326.00","327,638.34","327,638.34","Consumer Staples","GB00BDCPN049","New York Stock Exchange Inc.","Netherlands","USD"
"ATL","ATLANTIA","Equity","0.28","17.57","18,548.00","325,888.36","325,888.36","Industrials","IT0003506190","Borsa Italiana","Italy","EUR"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Equity","0.28","56.46","5,734.00","323,741.64","323,741.64","Consumer Discretionary","DE000PAH0038","Xetra","Germany","EUR"
"FORTUM","FORTUM","Equity","0.28","19.33","16,740.00","323,584.20","323,584.20","Utilities","FI0009007132","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"HEIO","HEINEKEN HOLDING NV","Equity","0.28","74.55","4,271.00","318,403.05","318,403.05","Consumer Staples","NL0000008977","Euronext Amsterdam","Netherlands","EUR"
"SRG","SNAM","Equity","0.27","3.64","84,367.00","307,348.98","307,348.98","Energy","IT0003153415","Borsa Italiana","Italy","EUR"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Equity","0.26","3.14","95,754.00","300,667.56","300,667.56","Utilities","PTEDP0AM0009","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"EN","BOUYGUES SA","Equity","0.26","36.65","8,192.00","300,236.80","300,236.80","Industrials","FR0000120503","Nyse Euronext - Euronext Paris","France","EUR"
"NTGY","NATURGY ENERGY SA","Equity","0.26","22.15","13,460.00","298,139.00","298,139.00","Utilities","ES0116870314","Bolsa De Madrid","Spain","EUR"
"TEN","TENARIS SA","Equity","0.21","14.21","17,422.00","247,479.51","247,479.51","Energy","LU0156801721","Borsa Italiana","Italy","EUR"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Equity","0.21","81.80","2,989.00","244,500.20","244,500.20","Financials","BE0003797140","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"LI","KLEPIERRE REIT SA","Equity","0.19","29.62","7,506.00","222,327.72","222,327.72","Real Estate","FR0000121964","Nyse Euronext - Euronext Paris","France","EUR"
"TIT","TELECOM ITALIA","Equity","0.19","0.51","433,948.00","221,747.43","221,747.43","Communication","IT0003497168","Borsa Italiana","Italy","EUR"
"ELE","ENDESA SA","Equity","0.18","18.03","11,736.00","211,600.08","211,600.08","Utilities","ES0130670112","Bolsa De Madrid","Spain","EUR"
"SHL","SIEMENS HEALTHINEERS AG","Equity","0.18","35.17","5,871.00","206,512.42","206,512.42","Health Care","DE000SHL1006","Xetra","Germany","EUR"
"IGYB","INNOGY Z VERK","Equity","0.17","37.20","5,308.00","197,457.60","197,457.60","Utilities","DE000A2LQ2L3","Xetra","Germany","EUR"
"KN","NATIXIS SA","Equity","0.16","5.40","34,681.00","187,208.04","187,208.04","Financials","FR0000120685","Nyse Euronext - Euronext Paris","France","EUR"
