Fund Holdings as of,"17/Oct/2018"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"JDW","WETHERSPOON(J.D.) PLC","Equity","0.25","12.51","26,841.00","335,780.91","335,780.91","Consumer Discretionary","GB0001638955","London Stock Exchange","United Kingdom","GBP"
"TALK","TALKTALK TELECOM GROUP PLC","Equity","0.25","1.21","277,510.00","335,232.08","335,232.08","Communication","GB00B4YCDF59","London Stock Exchange","United Kingdom","GBP"
"ESUR","ESURE GROUP HOLDINGS PLC","Equity","0.25","2.78","117,801.00","327,957.98","327,957.98","Financials","GB00B8KJH563","London Stock Exchange","United Kingdom","GBP"
"PHP","PRIMARY HEALTH PROPERTIES REIT PLC","Equity","0.25","1.11","294,055.00","327,577.27","327,577.27","Real Estate","GB00BYRJ5J14","London Stock Exchange","United Kingdom","GBP"
"SNN","SANNE GROUP PLC","Equity","0.24","6.05","53,284.00","322,368.20","322,368.20","Financials","JE00BVRZ8S85","London Stock Exchange","United Kingdom","GBP"
"NRR","NEWRIVER REIT PLC","Equity","0.24","2.59","124,487.00","321,923.38","321,923.38","Real Estate","GB00BD7XPJ64","London Stock Exchange","United Kingdom","GBP"
"OSB","ONESAVINGS BANK PLC","Equity","0.24","3.73","85,772.00","319,758.02","319,758.02","Financials","GB00BM7S7K96","London Stock Exchange","United Kingdom","GBP"
"KWS","KEYWORDS STUDIOS PLC","Equity","0.24","14.90","21,241.00","316,490.90","316,490.90","Information Technology","GB00BBQ38507","London Stock Exchange","United Kingdom","GBP"
"SCT","SOFTCAT PLC","Equity","0.24","7.00","44,609.00","312,263.00","312,263.00","Information Technology","GB00BYZDVK82","London Stock Exchange","United Kingdom","GBP"
"HUR","HURRICANE ENERGY PLC","Equity","0.23","0.51","589,781.00","302,262.76","302,262.76","Energy","GB00B580MF54","London Stock Exchange","United Kingdom","GBP"
"EQN","EQUINITI GROUP PLC","Equity","0.23","2.13","141,346.00","301,773.71","301,773.71","Information Technology","GB00BYWWHR75","London Stock Exchange","United Kingdom","GBP"
"GBG","GB GROUP PLC","Equity","0.23","5.33","56,560.00","301,464.80","301,464.80","Information Technology","GB0006870611","London Stock Exchange","United Kingdom","GBP"
"EIG","EI GROUP PLC","Equity","0.23","1.65","182,856.00","300,980.98","300,980.98","Consumer Discretionary","GB00B1L8B624","London Stock Exchange","United Kingdom","GBP"
"JUST","JUST GROUP PLC","Equity","0.23","0.78","381,075.00","298,762.80","298,762.80","Financials","GB00BCRX1J15","London Stock Exchange","United Kingdom","GBP"
"HSTG","HASTINGS GROUP HOLDINGS PLC","Equity","0.23","2.32","128,713.00","298,356.73","298,356.73","Financials","GB00BYRJH519","London Stock Exchange","United Kingdom","GBP"
"HILS","HILL AND SMITH HOLDINGS PLC","Equity","0.22","9.28","32,097.00","297,860.16","297,860.16","Materials","GB0004270301","London Stock Exchange","United Kingdom","GBP"
"CRST","CREST NICHOLSON HOLDINGS PLC","Equity","0.22","2.96","99,726.00","295,587.86","295,587.86","Consumer Discretionary","GB00B8VZXT93","London Stock Exchange","United Kingdom","GBP"
"MGAM","MORGAN ADVANCED MATERIALS PLC","Equity","0.22","2.90","100,531.00","291,740.96","291,740.96","Industrials","GB0006027295","London Stock Exchange","United Kingdom","GBP"
"TEP","TELECOM PLUS PLC","Equity","0.22","11.30","25,429.00","287,347.70","287,347.70","Utilities","GB0008794710","London Stock Exchange","United Kingdom","GBP"
"SMP","ST. MODWEN PROPERTIES PLC","Equity","0.22","3.70","77,590.00","287,238.18","287,238.18","Real Estate","GB0007291015","London Stock Exchange","United Kingdom","GBP"
"STOB","STOBART GROUP LIMITED LTD","Equity","0.22","2.35","122,080.00","286,277.60","286,277.60","Energy","GB00B03HDJ73","London Stock Exchange","United Kingdom","GBP"
"DCG","DAIRY CREST GROUP PLC","Equity","0.22","4.63","61,591.00","285,043.15","285,043.15","Consumer Staples","GB0002502812","London Stock Exchange","United Kingdom","GBP"
"888","888 HOLDINGS PLC","Equity","0.20","1.92","139,979.00","269,319.60","269,319.60","Consumer Discretionary","GI000A0F6407","London Stock Exchange","United Kingdom","GBP"
"GOG","GO-AHEAD GROUP PLC","Equity","0.20","16.18","16,597.00","268,539.46","268,539.46","Industrials","GB0003753778","London Stock Exchange","United Kingdom","GBP"
