Fund Holdings as of,"17/Oct/2018"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"PUB","PUBLICIS GROUPE SA","Equity","0.28","52.24","84,570","4,417,937","4,417,936.80","Communication","FR0000130577","Nyse Euronext - Euronext Paris","France","EUR"
"STM","STMICROELECTRONICS NV","Equity","0.26","14.93","277,211","4,138,760","4,138,760.23","Information Technology","NL0000226223","Nyse Euronext - Euronext Paris","France","EUR"
"UCB","UCB SA","Equity","0.25","75.94","52,390","3,978,497","3,978,496.60","Health Care","BE0003739530","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"CNHI","CNH INDUSTRIAL NV","Equity","0.25","9.59","413,170","3,960,648","3,960,647.62","Industrials","NL0010545661","Borsa Italiana","Italy","EUR"
"ABN","ABN AMRO GROUP NV","Equity","0.25","22.78","172,428","3,927,910","3,927,909.84","Financials","NL0011540547","Euronext Amsterdam","Netherlands","EUR"
"AGN","AEGON NV","Equity","0.25","5.31","736,922","3,913,056","3,913,055.82","Financials","NL0000303709","Euronext Amsterdam","Netherlands","EUR"
"AENA","AENA SME SA","Equity","0.24","139.75","27,407","3,830,128","3,830,128.25","Industrials","ES0105046009","Bolsa De Madrid","Spain","EUR"
"ATO","ATOS","Equity","0.24","96.88","39,485","3,825,307","3,825,306.80","Information Technology","FR0000051732","Nyse Euronext - Euronext Paris","France","EUR"
"HEI","HEIDELBERGCEMENT AG","Equity","0.24","62.64","60,525","3,791,286","3,791,286.00","Materials","DE0006047004","Xetra","Germany","EUR"
"BEI","BEIERSDORF AG","Equity","0.24","91.78","41,074","3,769,772","3,769,771.72","Consumer Staples","DE0005200000","Xetra","Germany","EUR"
"CA","CARREFOUR SA","Equity","0.24","15.57","241,224","3,757,064","3,757,063.80","Consumer Staples","FR0000120172","Nyse Euronext - Euronext Paris","France","EUR"
"LUX","LUXOTTICA GROUP","Equity","0.24","53.10","70,388","3,737,603","3,737,602.80","Consumer Discretionary","IT0001479374","Borsa Italiana","Italy","EUR"
"SY1","SYMRISE AG","Equity","0.24","72.60","51,292","3,723,799","3,723,799.20","Materials","DE000SYM9999","Xetra","Germany","EUR"
"TEP","TELEPERFORMANCE","Equity","0.24","154.40","23,908","3,691,395","3,691,395.20","Industrials","FR0000051807","Nyse Euronext - Euronext Paris","France","EUR"
"NESTE","NESTE","Equity","0.24","71.42","51,629","3,687,343","3,687,343.18","Energy","FI0009013296","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"RWE","RWE AG","Equity","0.23","17.56","209,696","3,682,262","3,682,261.76","Utilities","DE0007037129","Xetra","Germany","EUR"
"VIE","VEOLIA ENVIRON. SA","Equity","0.23","16.89","217,167","3,666,865","3,666,864.80","Utilities","FR0000124141","Nyse Euronext - Euronext Paris","France","EUR"
"MTX","MTU AERO ENGINES HOLDING AG","Equity","0.23","175.70","20,854","3,664,048","3,664,047.80","Industrials","DE000A0D9PT0","Xetra","Germany","EUR"
"EDF","ELECTRICITE DE FRANCE SA","Equity","0.23","14.86","243,707","3,621,486","3,621,486.02","Utilities","FR0010242511","Nyse Euronext - Euronext Paris","France","EUR"
"FER","FERROVIAL SA","Equity","0.23","18.35","196,867","3,612,509","3,612,509.45","Industrials","ES0118900010","Bolsa De Madrid","Spain","EUR"
"HEN","HENKEL AG","Equity","0.23","85.75","42,121","3,611,876","3,611,875.75","Consumer Staples","DE0006048408","Xetra","Germany","EUR"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Equity","0.23","56.46","63,885","3,606,947","3,606,947.10","Consumer Discretionary","DE000PAH0038","Xetra","Germany","EUR"
"TKA","THYSSENKRUPP AG","Equity","0.23","20.33","176,992","3,598,247","3,598,247.36","Materials","DE0007500001","Xetra","Germany","EUR"
"UMI","UMICORE SA","Equity","0.23","42.51","83,993","3,570,542","3,570,542.43","Materials","BE0974320526","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"CBK","COMMERZBANK AG","Equity","0.23","8.73","408,258","3,565,317","3,565,317.11","Financials","DE000CBK1001","Xetra","Germany","EUR"
