Fund Holdings as of,"17/Oct/2018"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"MF","WENDEL","Equity","0.41","113.90","10,371.00","1,181,256.90","1,181,256.90","Financials","FR0000121204","Nyse Euronext - Euronext Paris","France","EUR"
"METSO","METSO","Equity","0.41","29.28","40,335.00","1,181,008.80","1,181,008.80","Industrials","FI0009007835","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"REC","RECORDATI S.P.A.","Equity","0.40","29.17","39,523.00","1,152,885.91","1,152,885.91","Health Care","IT0003828271","Borsa Italiana","Italy","EUR"
"RF","EURAZEO","Equity","0.39","64.50","17,677.00","1,140,166.50","1,140,166.50","Financials","FR0000121121","Nyse Euronext - Euronext Paris","France","EUR"
"COLR","ETABLISSEMENTEN FRANZ COLRUYT NV","Equity","0.39","49.97","22,587.00","1,128,672.39","1,128,672.39","Consumer Staples","BE0974256852","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"ILD","ILIAD SA","Equity","0.39","111.10","10,076.00","1,119,443.60","1,119,443.60","Communication","FR0004035913","Nyse Euronext - Euronext Paris","France","EUR"
"VPK","KONINKLIJKE VOPAK NV","Equity","0.38","41.29","26,426.00","1,091,129.54","1,091,129.54","Energy","NL0009432491","Euronext Amsterdam","Netherlands","EUR"
"JMT","JERONIMO MARTINS SGPS S/A","Equity","0.37","11.35","94,826.00","1,076,275.10","1,076,275.10","Consumer Staples","PTJMT0AE0001","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"SPR","AXEL SPRINGER","Equity","0.37","58.40","18,285.00","1,067,844.00","1,067,844.00","Communication","DE0005501357","Xetra","Germany","EUR"
"FRA","FRAPORT FRANKFURT AIRPORT SERVICES","Equity","0.37","67.38","15,682.00","1,056,653.16","1,056,653.16","Industrials","DE0005773303","Xetra","Germany","EUR"
"MAP","MAPFRE SA","Equity","0.36","2.58","404,849.00","1,044,510.42","1,044,510.42","Financials","ES0124244E34","Bolsa De Madrid","Spain","EUR"
"O2D","TELEFONICA DEUTSCHLAND HOLDING AG","Equity","0.36","3.70","280,048.00","1,035,057.41","1,035,057.41","Communication","DE000A1J5RX9","Xetra","Germany","EUR"
"BIM","BIOMERIEUX SA","Equity","0.35","64.80","15,607.00","1,011,333.60","1,011,333.60","Health Care","FR0013280286","Nyse Euronext - Euronext Paris","France","EUR"
"HOT","HOCHTIEF AG","Equity","0.34","134.20","7,268.00","975,365.60","975,365.60","Industrials","DE0006070006","Xetra","Germany","EUR"
"TNET","TELENET GROUP HOLDING NV","Equity","0.33","48.00","19,863.00","953,424.00","953,424.00","Communication","BE0003826436","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"ICAD","ICADE REIT SA","Equity","0.33","74.90","12,559.00","940,669.10","940,669.10","Real Estate","FR0000035081","Nyse Euronext - Euronext Paris","France","EUR"
"PIRC","PIRELLI & C","Equity","0.32","6.24","149,725.00","934,583.45","934,583.45","Consumer Discretionary","IT0005278236","Borsa Italiana","Italy","EUR"
"B4B","METRO AG","Equity","0.31","13.18","67,784.00","893,393.12","893,393.12","Consumer Staples","DE000BFB0019","Xetra","Germany","EUR"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Equity","0.31","9.91","89,374.00","885,875.09","885,875.09","Industrials","ES0143416115","Bolsa De Madrid","Spain","EUR"
"RCO","REMY COINTREAU SA","Equity","0.30","103.10","8,527.00","879,133.70","879,133.70","Consumer Staples","FR0000130395","Nyse Euronext - Euronext Paris","France","EUR"
"CO","CASINO GUICHARD PERRACHON SA","Equity","0.30","41.40","20,897.00","865,135.80","865,135.80","Consumer Staples","FR0000125585","Nyse Euronext - Euronext Paris","France","EUR"
"RRTL","RTL GROUP SA","Equity","0.30","59.25","14,572.00","863,391.00","863,391.00","Communication","LU0061462528","Deutsche Boerse Xetra","Germany","EUR"
"DEC","JCDECAUX SA","Equity","0.29","29.82","27,680.00","825,417.60","825,417.60","Communication","FR0000077919","Nyse Euronext - Euronext Paris","France","EUR"
"DRI","1&1 DRILLISCH AG","Equity","0.27","39.00","19,970.00","778,830.00","778,830.00","Communication","DE0005545503","Xetra","Germany","EUR"
"NK","IMERYS SA","Equity","0.27","57.75","13,484.00","778,701.00","778,701.00","Materials","FR0000120859","Nyse Euronext - Euronext Paris","France","EUR"
