iShares Core MSCI Europe ETF
Inception Date,"Jun 10, 2014"
Fund Holdings as of,"Oct 17, 2018"
Total Net Assets,"2,529,435,894.14"
Shares Outstanding,"55,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"NXPI","NXP SEMICONDUCTORS NV","Equity","0.28","79.87","87,937.00","7,023,528.19","7,023,528.19","Information Technology","B505PN7","NL0009538784","NASDAQ","Netherlands","USD","USD","1.00"
"BMW","BMW AG","Equity","0.28","86.75","80,922.00","7,019,818.26","7,019,818.26","Consumer Discretionary","5756029","DE0005190003","Xetra","Germany","USD","EUR","0.87"
"EL","ESSILORLUXOTTICA SA","Equity","0.28","133.34","52,376.00","6,983,746.05","6,983,746.05","Health Care","7212477","FR0000121667","Nyse Euronext - Euronext Paris","France","USD","EUR","0.87"
"SREN","SWISS RE AG","Equity","0.27","90.03","77,238.00","6,953,793.44","6,953,793.44","Financials","B545MG5","CH0126881561","Six Swiss Exchange Ag","Switzerland","USD","CHF","0.99"
"ERIC B","ERICSSON B","Equity","0.27","8.71","788,782.00","6,872,765.42","6,872,765.42","Information Technology","5959378","SE0000108656","Nasdaq Omx Nordic","Sweden","USD","SEK","8.95"
"TSCO","TESCO PLC","Equity","0.27","2.74","2,500,484.00","6,857,275.31","6,857,275.31","Consumer Staples","0884709","GB0008847096","London Stock Exchange","United Kingdom","USD","GBP","0.76"
"BT.A","BT GROUP PLC","Equity","0.27","3.17","2,142,434.00","6,798,316.72","6,798,316.72","Communication","3091357","GB0030913577","London Stock Exchange","United Kingdom","USD","GBP","0.76"
"URW","WFD UNIBAIL RODAMCO STAPLED UNITS","Equity","0.26","186.73","35,511.00","6,631,032.31","6,631,032.31","Real Estate","BFYM460","FR0013326246","Euronext Amsterdam","France","USD","EUR","0.87"
"VIV","VIVENDI SA","Equity","0.26","25.19","262,017.00","6,600,721.13","6,600,721.13","Communication","4834777","FR0000127771","Nyse Euronext - Euronext Paris","France","USD","EUR","0.87"
"CRG","CRH PLC","Equity","0.26","30.44","213,851.00","6,509,171.08","6,509,171.08","Materials","4182249","IE0001827041","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.87"
"REP","REPSOL SA","Equity","0.26","18.77","344,737.00","6,470,722.45","6,470,722.45","Energy","5669354","ES0173516115","Bolsa De Madrid","Spain","USD","EUR","0.87"
"IFX","INFINEON TECHNOLOGIES AG","Equity","0.25","21.92","288,393.00","6,322,539.02","6,322,539.02","Information Technology","5889505","DE0006231004","Xetra","Germany","USD","EUR","0.87"
