iShares MSCI Pacific ex Japan ETF
Inception Date,"Oct 25, 2001"
Fund Holdings as of,"Oct 16, 2018"
Total Net Assets,"2,173,373,399.05"
Shares Outstanding,"51,300,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"27","GALAXY ENTERTAINMENT GROUP LTD","Equity","0.86","5.73","3,249,000.00","18,614,872.24","18,614,872.24","Consumer Discretionary","6465874","HK0027032686","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"SUN","SUNCORP GROUP LTD","Equity","0.81","9.86","1,789,066.00","17,639,974.28","17,639,974.28","Financials","6585084","AU000000SUN6","Asx - All Markets","Australia","USD","AUD","1.40"
"J36","JARDINE MATHESON HOLDINGS LTD","Equity","0.80","57.88","301,000.00","17,421,880.00","17,421,880.00","Industrials","6472119","BMG507361001","Singapore Exchange","Hong Kong","USD","USD","1.00"
"ALL","ARISTOCRAT LEISURE LTD","Equity","0.75","20.72","790,666.00","16,381,483.10","16,381,483.10","Consumer Discretionary","6253983","AU000000ALL7","Asx - All Markets","Australia","USD","AUD","1.40"
"BXB","BRAMBLES LTD","Equity","0.74","7.38","2,184,950.00","16,134,124.18","16,134,124.18","Industrials","B1FJ0C0","AU000000BXB1","Asx - All Markets","Australia","USD","AUD","1.40"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Equity","0.74","4.92","3,253,298.00","16,015,351.66","16,015,351.66","Financials","6271026","AU000000IAG3","Asx - All Markets","Australia","USD","AUD","1.40"
"GMG","GOODMAN GROUP UNITS LTD","Equity","0.73","7.09","2,234,016.00","15,842,955.63","15,842,955.63","Real Estate","B03FYZ4","AU000000GMG2","Asx - All Markets","Australia","USD","AUD","1.40"
"NCM","NEWCREST MINING LTD","Equity","0.71","14.66","1,057,869.00","15,509,837.91","15,509,837.91","Materials","6637101","AU000000NCM7","Asx - All Markets","Australia","USD","AUD","1.40"
"QBE","QBE INSURANCE GROUP LTD","Equity","0.69","8.08","1,867,263.00","15,080,490.27","15,080,490.27","Financials","6715740","AU000000QBE9","Asx - All Markets","Australia","USD","AUD","1.40"
"AMC","AMCOR LTD","Equity","0.69","9.40","1,589,938.00","14,950,617.89","14,950,617.89","Materials","6066608","AU000000AMC4","Asx - All Markets","Australia","USD","AUD","1.40"
"1928","SANDS CHINA LTD","Equity","0.66","4.25","3,351,600.00","14,241,653.75","14,241,653.75","Consumer Discretionary","B5B23W2","KYG7800X1079","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"ORG","ORIGIN ENERGY LTD","Equity","0.65","5.79","2,420,481.00","14,022,364.42","14,022,364.42","Energy","6214861","AU000000ORG5","Asx - All Markets","Australia","USD","AUD","1.40"
"6","POWER ASSETS HOLDINGS LTD","Equity","0.58","6.75","1,883,500.00","12,714,090.66","12,714,090.66","Utilities","6435327","HK0006000050","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.84"
"TLS","TELSTRA CORPORATION LTD","Equity","0.58","2.19","5,743,035.00","12,578,920.74","12,578,920.74","Communication","6087289","AU000000TLS2","Asx - All Markets","Australia","USD","AUD","1.40"
"STO","SANTOS LTD","Equity","0.57","5.04","2,441,017.00","12,295,297.67","12,295,297.67","Energy","6776703","AU000000STO6","Asx - All Markets","Australia","USD","AUD","1.40"
"AGL","AGL ENERGY LTD","Equity","0.56","13.34","905,075.00","12,075,071.69","12,075,071.69","Utilities","BSS7GP5","AU000000AGL7","Asx - All Markets","Australia","USD","AUD","1.40"
"TWE","TREASURY WINE ESTATES LTD","Equity","0.53","11.53","991,271.00","11,428,712.29","11,428,712.29","Consumer Staples","B61JC67","AU000000TWE9","Asx - All Markets","Australia","USD","AUD","1.40"
