Fund Holdings as of,"17/Oct/2018"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"UTDI","UNITED INTERNET AG","Equity","0.30","37.54","46,026.00","1,727,816.04","1,727,816.04","Communication","DE0005089031","Xetra","Germany","EUR"
"IPN","IPSEN","Equity","0.30","125.30","13,788.00","1,727,636.40","1,727,636.40","Health Care","FR0010259150","Nyse Euronext - Euronext Paris","France","EUR"
"G1A","GEA GROUP AG","Equity","0.30","26.91","63,562.00","1,710,453.42","1,710,453.42","Industrials","DE0006602006","Xetra","Germany","EUR"
"WEIR","WEIR GROUP PLC","Equity","0.30","18.93","90,177.00","1,707,313.76","1,707,313.76","Industrials","GB0009465807","London Stock Exchange","United Kingdom","GBP"
"ADM","ADMIRAL GROUP PLC","Equity","0.29","22.71","74,618.00","1,694,943.78","1,694,943.78","Financials","GB00B02J6398","London Stock Exchange","United Kingdom","GBP"
"SRT3","SARTORIUS PREF AG","Equity","0.29","125.40","13,138.00","1,647,505.20","1,647,505.20","Health Care","DE0007165631","Xetra","Germany","EUR"
"LHA","DEUTSCHE LUFTHANSA AG","Equity","0.29","18.95","86,789.00","1,644,217.60","1,644,217.60","Industrials","DE0008232125","Xetra","Germany","EUR"
"AUTO","AUTO TRADER GROUP PLC","Equity","0.29","4.70","349,671.00","1,641,928.12","1,641,928.12","Communication","GB00BVYVFW23","London Stock Exchange","United Kingdom","GBP"
"SECU B","SECURITAS B","Equity","0.28","14.15","115,861.00","1,638,926.89","1,638,926.89","Industrials","SE0000163594","Nasdaq Omx Nordic","Sweden","SEK"
"PRY","PRYSMIAN","Equity","0.28","18.38","88,593.00","1,628,339.34","1,628,339.34","Industrials","IT0004176001","Borsa Italiana","Italy","EUR"
"ELUX B","ELECTROLUX B","Equity","0.28","17.95","89,995.00","1,615,273.44","1,615,273.44","Consumer Discretionary","SE0000103814","Nasdaq Omx Nordic","Sweden","SEK"
"VOE","VOESTALPINE AG","Equity","0.28","37.00","42,855.00","1,585,635.00","1,585,635.00","Materials","AT0000937503","Wiener Boerse Ag","Austria","EUR"
"ING","INGENICO GROUP SA","Equity","0.26","68.50","21,976.00","1,505,356.00","1,505,356.00","Information Technology","FR0000125346","Nyse Euronext - Euronext Paris","France","EUR"
"HMSO","HAMMERSON REIT PLC","Equity","0.26","5.03","294,854.00","1,484,285.91","1,484,285.91","Real Estate","GB0004065016","London Stock Exchange","United Kingdom","GBP"
"SDR","SCHRODERS PLC","Equity","0.26","32.36","45,496.00","1,472,417.56","1,472,417.56","Financials","GB0002405495","London Stock Exchange","United Kingdom","GBP"
"GFS","G4S PLC","Equity","0.25","2.52","578,612.00","1,455,368.74","1,455,368.74","Industrials","GB00B01FLG62","London Stock Exchange","United Kingdom","GBP"
"CLN","CLARIANT AG","Equity","0.25","19.53","74,113.00","1,447,468.27","1,447,468.27","Materials","CH0012142631","Six Swiss Exchange Ag","Switzerland","CHF"
"CPR","DAVIDE CAMPARI MILANO","Equity","0.25","6.63","217,835.00","1,444,246.05","1,444,246.05","Consumer Staples","IT0005252207","Borsa Italiana","Italy","EUR"
"NRE1V","NOKIAN RENKAAT OYJ","Equity","0.25","33.46","42,932.00","1,436,504.72","1,436,504.72","Consumer Discretionary","FI0009005318","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"ETL","EUTELSAT COMMUNICATIONS","Equity","0.25","22.13","64,820.00","1,434,466.60","1,434,466.60","Communication","FR0010221234","Nyse Euronext - Euronext Paris","France","EUR"
"EMSN","EMS-CHEMIE HOLDING AG","Equity","0.25","474.06","3,016.00","1,429,776.69","1,429,776.69","Materials","CH0016440353","SIX Swiss Exchange","Switzerland","CHF"
"ZAL","ZALANDO","Equity","0.25","34.19","41,540.00","1,420,252.60","1,420,252.60","Consumer Discretionary","DE000ZAL1111","Xetra","Germany","EUR"
"BOSS","HUGO BOSS N AG","Equity","0.25","61.12","23,087.00","1,411,077.44","1,411,077.44","Consumer Discretionary","DE000A1PHFF7","Xetra","Germany","EUR"
"INVP","INVESTEC PLC","Equity","0.24","5.55","252,279.00","1,399,001.59","1,399,001.59","Financials","GB00B17BBQ50","London Stock Exchange","United Kingdom","GBP"
"BARN","BARRY CALLEBAUT AG","Equity","0.24","1,679.54","832.00","1,397,377.81","1,397,377.81","Consumer Staples","CH0009002962","SIX Swiss Exchange","Switzerland","CHF"
"TEL2 B","TELE2 B","Equity","0.24","10.52","132,783.00","1,396,502.63","1,396,502.63","Communication","SE0005190238","Nasdaq Omx Nordic","Sweden","SEK"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Equity","0.24","25.24","55,274.00","1,395,115.76","1,395,115.76","Financials","AT0000606306","Wiener Boerse Ag","Austria","EUR"
"NMC","NMC HEALTH PLC","Equity","0.24","36.09","38,416.00","1,386,385.01","1,386,385.01","Health Care","GB00B7FC0762","London Stock Exchange","United Kingdom","GBP"
"LUN","H LUNDBECK","Equity","0.24","54.22","25,366.00","1,375,282.75","1,375,282.75","Health Care","DK0010287234","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"AMUN","AMUNDI SA","Equity","0.24","60.60","22,362.00","1,355,137.20","1,355,137.20","Financials","FR0004125920","Nyse Euronext - Euronext Paris","France","EUR"
"A5G","AIB GROUP","Equity","0.23","4.42","301,320.00","1,333,039.68","1,333,039.68","Financials","IE00BF0L3536","Irish Stock Exchange - All Market","Ireland","EUR"
"ANTO","ANTOFAGASTA PLC","Equity","0.23","9.06","146,033.00","1,322,860.10","1,322,860.10","Materials","GB0000456144","London Stock Exchange","United Kingdom","GBP"
"RXL","REXEL SA","Equity","0.23","11.65","113,409.00","1,321,214.85","1,321,214.85","Industrials","FR0010451203","Nyse Euronext - Euronext Paris","France","EUR"
"AM","DASSAULT AVIATION S.A.","Equity","0.23","1,456.00","907.00","1,320,592.00","1,320,592.00","Industrials","FR0000121725","Nyse Euronext - Euronext Paris","France","EUR"
"RMG","ROYAL MAIL PLC","Equity","0.23","3.95","332,174.00","1,313,429.57","1,313,429.57","Industrials","GB00BDVZYZ77","London Stock Exchange","United Kingdom","GBP"
"PUM","PUMA","Equity","0.23","420.00","3,100.00","1,302,000.00","1,302,000.00","Consumer Discretionary","DE0006969603","Xetra","Germany","EUR"
"SDF","K+S AG","Equity","0.22","17.99","70,955.00","1,276,480.45","1,276,480.45","Materials","DE000KSAG888","Xetra","Germany","EUR"
"AKERBP","AKER BP","Equity","0.22","31.82","39,924.00","1,270,307.43","1,270,307.43","Energy","NO0010345853","Oslo Bors Asa","Norway","NOK"
"AND","ANDRITZ AG","Equity","0.22","47.56","26,626.00","1,266,332.56","1,266,332.56","Industrials","AT0000730007","Wiener Boerse Ag","Austria","EUR"
"PROX","PROXIMUS NV","Equity","0.22","22.38","56,292.00","1,259,814.96","1,259,814.96","Communication","BE0003810273","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"KGX","KION GROUP AG","Equity","0.22","48.27","25,922.00","1,251,254.94","1,251,254.94","Industrials","DE000KGX8881","Xetra","Germany","EUR"
"MIC SDB","MILLICOM INTERNATIONAL CELLULAR SD","Equity","0.21","51.16","24,031.00","1,229,349.08","1,229,349.08","Communication","SE0001174970","Nasdaq Omx Nordic","Sweden","SEK"
"DHER","DELIVERY HERO","Equity","0.21","35.92","34,225.00","1,229,362.00","1,229,362.00","Consumer Discretionary","DE000A2E4K43","Xetra","Germany","EUR"
"EO","FAURECIA SA","Equity","0.21","43.74","28,085.00","1,228,437.90","1,228,437.90","Consumer Discretionary","FR0000121147","Nyse Euronext - Euronext Paris","France","EUR"
"OSR","OSRAM LICHT N AG","Equity","0.21","33.60","36,555.00","1,228,248.00","1,228,248.00","Industrials","DE000LED4000","Xetra","Germany","EUR"
"ORNBV","ORION CLASS B","Equity","0.21","31.52","38,811.00","1,223,322.72","1,223,322.72","Health Care","FI0009014377","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"PST","POSTE ITALIANE","Equity","0.21","6.30","193,008.00","1,215,178.37","1,215,178.37","Financials","IT0003796171","Borsa Italiana","Italy","EUR"
"FPE3","FUCHS PETROLUB PREF","Equity","0.21","46.06","26,198.00","1,206,679.88","1,206,679.88","Materials","DE0005790430","Xetra","Germany","EUR"
"EPI B","EPIROC CLASS B","Equity","0.21","8.33","142,421.00","1,186,702.71","1,186,702.71","Industrials","SE0011166941","Nasdaq Omx Nordic","Sweden","SEK"
"SK","SEB SA","Equity","0.21","141.30","8,372.00","1,182,963.60","1,182,963.60","Consumer Discretionary","FR0000121709","Nyse Euronext - Euronext Paris","France","EUR"
"COV","COVIVIO SA","Equity","0.20","86.90","13,574.00","1,179,580.60","1,179,580.60","Real Estate","FR0000064578","Nyse Euronext - Euronext Paris","France","EUR"
"MF","WENDEL","Equity","0.20","113.90","10,352.00","1,179,092.80","1,179,092.80","Financials","FR0000121204","Nyse Euronext - Euronext Paris","France","EUR"
"REC","RECORDATI S.P.A.","Equity","0.20","29.17","39,115.00","1,140,984.55","1,140,984.55","Health Care","IT0003828271","Borsa Italiana","Italy","EUR"
"DUFN","DUFRY AG","Equity","0.20","95.29","11,852.00","1,129,417.32","1,129,417.32","Consumer Discretionary","CH0023405456","Six Swiss Exchange Ag","Switzerland","CHF"
"METSO","METSO","Equity","0.20","29.28","38,513.00","1,127,660.64","1,127,660.64","Industrials","FI0009007835","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"INDU C","INDUSTRIVARDEN SERIES","Equity","0.20","17.99","62,569.00","1,125,443.30","1,125,443.30","Financials","SE0000107203","Nasdaq Omx Nordic","Sweden","SEK"
"COLR","ETABLISSEMENTEN FRANZ COLRUYT NV","Equity","0.19","49.97","22,422.00","1,120,427.34","1,120,427.34","Consumer Staples","BE0974256852","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"RF","EURAZEO","Equity","0.19","64.50","17,335.00","1,118,107.50","1,118,107.50","Financials","FR0000121121","Nyse Euronext - Euronext Paris","France","EUR"
"VPK","KONINKLIJKE VOPAK NV","Equity","0.19","41.29","26,492.00","1,093,854.68","1,093,854.68","Energy","NL0009432491","Euronext Amsterdam","Netherlands","EUR"
"ILD","ILIAD SA","Equity","0.19","111.10","9,770.00","1,085,447.00","1,085,447.00","Communication","FR0004035913","Nyse Euronext - Euronext Paris","France","EUR"
"ENG","ENAGAS SA","Equity","0.19","22.78","47,238.00","1,076,081.64","1,076,081.64","Energy","ES0130960018","Bolsa De Madrid","Spain","EUR"
"JMT","JERONIMO MARTINS SGPS S/A","Equity","0.18","11.35","92,858.00","1,053,938.30","1,053,938.30","Consumer Staples","PTJMT0AE0001","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"TPK","TRAVIS PERKINS PLC","Equity","0.18","11.39","92,333.00","1,051,824.99","1,051,824.99","Industrials","GB0007739609","London Stock Exchange","United Kingdom","GBP"
"HUSQ B","HUSQVARNA","Equity","0.18","6.83","153,557.00","1,049,183.31","1,049,183.31","Consumer Discretionary","SE0001662230","Nasdaq Omx Nordic","Sweden","SEK"
"MAP","MAPFRE SA","Equity","0.18","2.58","406,633.00","1,049,113.14","1,049,113.14","Financials","ES0124244E34","Bolsa De Madrid","Spain","EUR"
"SPR","AXEL SPRINGER","Equity","0.18","58.40","17,917.00","1,046,352.80","1,046,352.80","Communication","DE0005501357","Xetra","Germany","EUR"
"SCHB","SCHIBSTED B","Equity","0.18","28.65","36,384.00","1,042,288.70","1,042,288.70","Communication","NO0010736879","Oslo Bors Asa","Norway","NOK"
"WDH","WILLIAM DEMANT HOLDING","Equity","0.18","27.32","37,585.00","1,026,692.09","1,026,692.09","Health Care","DK0060738599","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"FRA","FRAPORT FRANKFURT AIRPORT SERVICES","Equity","0.18","67.38","15,236.00","1,026,601.68","1,026,601.68","Industrials","DE0005773303","Xetra","Germany","EUR"
"MERL","MERLIN ENTERTAINMENT GROUP PLC","Equity","0.18","3.88","261,686.00","1,015,638.51","1,015,638.51","Consumer Discretionary","GB00BDZT6P94","London Stock Exchange","United Kingdom","GBP"
"GJF","GJENSIDIGE FORSIKRING","Equity","0.17","13.74","73,110.00","1,004,681.56","1,004,681.56","Financials","NO0010582521","Oslo Bors Asa","Norway","NOK"
"O2D","TELEFONICA DEUTSCHLAND HOLDING AG","Equity","0.17","3.70","271,702.00","1,004,210.59","1,004,210.59","Communication","DE000A1J5RX9","Xetra","Germany","EUR"
"BIM","BIOMERIEUX SA","Equity","0.17","64.80","15,321.00","992,800.80","992,800.80","Health Care","FR0013280286","Nyse Euronext - Euronext Paris","France","EUR"
"HOT","HOCHTIEF AG","Equity","0.17","134.20","7,194.00","965,434.80","965,434.80","Industrials","DE0006070006","Xetra","Germany","EUR"
"PIRC","PIRELLI & C","Equity","0.17","6.24","153,729.00","959,576.42","959,576.42","Consumer Discretionary","IT0005278236","Borsa Italiana","Italy","EUR"
"LDO","LEONARDO FINMECCANICA SPA","Equity","0.17","10.28","93,063.00","956,687.64","956,687.64","Industrials","IT0003856405","Borsa Italiana","Italy","EUR"
"TNET","TELENET GROUP HOLDING NV","Equity","0.16","48.00","19,769.00","948,912.00","948,912.00","Communication","BE0003826436","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"ICAD","ICADE REIT SA","Equity","0.16","74.90","12,535.00","938,871.50","938,871.50","Real Estate","FR0000035081","Nyse Euronext - Euronext Paris","France","EUR"
"TRYG","TRYG","Equity","0.16","20.79","44,863.00","932,656.22","932,656.22","Financials","DK0060636678","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"PARG","PARGESA HOLDING SA","Equity","0.16","62.79","14,323.00","899,286.13","899,286.13","Financials","CH0021783391","SIX Swiss Exchange","Switzerland","CHF"
"RCO","REMY COINTREAU SA","Equity","0.15","103.10","8,519.00","878,308.90","878,308.90","Consumer Staples","FR0000130395","Nyse Euronext - Euronext Paris","France","EUR"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Equity","0.15","9.91","87,822.00","870,491.66","870,491.66","Industrials","ES0143416115","Bolsa De Madrid","Spain","EUR"
"RRTL","RTL GROUP SA","Equity","0.15","59.25","14,618.00","866,116.50","866,116.50","Communication","LU0061462528","Deutsche Boerse Xetra","Germany","EUR"
"CTEC","CONVATEC GROUP PLC","Equity","0.15","1.71","504,852.00","863,527.07","863,527.07","Health Care","GB00BD3VFW73","London Stock Exchange","United Kingdom","GBP"
"B4B","METRO AG","Equity","0.15","13.18","65,438.00","862,472.84","862,472.84","Consumer Staples","DE000BFB0019","Xetra","Germany","EUR"
"FRES","FRESNILLO PLC","Equity","0.15","10.30","81,831.00","843,072.55","843,072.55","Materials","GB00B2QPKJ12","London Stock Exchange","United Kingdom","GBP"
"DEC","JCDECAUX SA","Equity","0.15","29.82","28,128.00","838,776.96","838,776.96","Communication","FR0000077919","Nyse Euronext - Euronext Paris","France","EUR"
"CO","CASINO GUICHARD PERRACHON SA","Equity","0.15","41.40","20,185.00","835,659.00","835,659.00","Consumer Staples","FR0000125585","Nyse Euronext - Euronext Paris","France","EUR"
"ICA","ICA GRUPPEN","Equity","0.14","26.96","29,128.00","785,404.39","785,404.39","Consumer Staples","SE0000652216","Nasdaq Omx Nordic","Sweden","SEK"
"NK","IMERYS SA","Equity","0.14","57.75","13,479.00","778,412.25","778,412.25","Materials","FR0000120859","Nyse Euronext - Euronext Paris","France","EUR"
"LUND B","LUNDBERGFORETAGEN CLASS B","Equity","0.14","26.95","28,823.00","776,901.14","776,901.14","Financials","SE0000108847","Nasdaq Omx Nordic","Sweden","SEK"
"DRI","1&1 DRILLISCH AG","Equity","0.13","39.00","19,626.00","765,414.00","765,414.00","Communication","DE0005545503","Xetra","Germany","EUR"
"EZJ","EASYJET PLC","Equity","0.13","13.11","57,886.00","758,659.15","758,659.15","Industrials","GB00B7KR2P84","London Stock Exchange","United Kingdom","GBP"
"BB","BIC SA","Equity","0.12","75.60","9,264.00","700,358.40","700,358.40","Industrials","FR0000120966","Nyse Euronext - Euronext Paris","France","EUR"
"BAB","BABCOCK INTERNATIONAL GROUP PLC","Equity","0.11","7.10","91,160.00","646,962.19","646,962.19","Industrials","GB0009697037","London Stock Exchange","United Kingdom","GBP"
"MDC","MEDICLINIC INTERNATIONAL PLC","Equity","0.11","4.49","135,829.00","609,642.54","609,642.54","Health Care","GB00B8HX8Z88","London Stock Exchange","United Kingdom","GBP"
"SHA","SCHAEFFLER PREF AG","Equity","0.11","10.07","59,972.00","604,217.90","604,217.90","Consumer Discretionary","DE000SHA0159","Xetra","Germany","EUR"
"HSBFT","CASH COLLATERAL EUR HSBFT","Cash Collateral and Margins","0.03","100.00","144,000.00","144,000.00","144,000.00","Cash and/or Derivatives","-","-","European Union","EUR"
"CHF","CHF/EUR","FX","0.00","1.00","910,904.00","1,220.96","1,220.96","Cash and/or Derivatives","-","-","European Union","EUR"
"USD","USD/EUR","FX","0.00","1.00","32,049.00","124.18","124.18","Cash and/or Derivatives","-","-","European Union","EUR"
"IBX8","IBEX 35 INDEX NOV 18","Futures","0.00","8,960.00","8.00","0.00","716,800.00","Cash and/or Derivatives","ES0B00047224","Meff Renta Variable","-","EUR"
"STZ8","FTSE/MIB INDEX DEC 18","Futures","0.00","19,409.00","4.00","0.00","388,180.00","Cash and/or Derivatives","IT0014339474","Italian Derivatives Market","-","EUR"
"VHZ8","STOXX 50 DEC 18","Futures","0.00","2,925.00","30.00","0.00","877,500.00","Cash and/or Derivatives","DE000C174RW9","Eurex Deutschland","European Union","EUR"
"CHF","CHF/EUR","FX","0.00","1.00","309,821.00","-4.86","-4.86","Cash and/or Derivatives","-","-","European Union","EUR"
"DKK","DKK/EUR","FX","0.00","1.00","848,055.00","-1.55","-1.55","Cash and/or Derivatives","-","-","European Union","EUR"
"SEK","SEK/EUR","FX","0.00","1.00","1,489,933.00","-0.82","-0.82","Cash and/or Derivatives","-","-","European Union","EUR"
"NOK","NOK/EUR","FX","0.00","1.00","564,568.00","-0.65","-0.65","Cash and/or Derivatives","-","-","European Union","EUR"
"USD","USD/EUR","FX","0.00","1.00","10,796.00","-0.08","-0.08","Cash and/or Derivatives","-","-","European Union","EUR"
"GBP","GBP/EUR","FX","0.00","1.00","591,767.00","2.96","2.96","Cash and/or Derivatives","-","-","European Union","EUR"
"DKK","DKK/EUR","FX","0.00","1.00","2,478,095.00","6.19","6.19","Cash and/or Derivatives","-","-","European Union","EUR"
"NOK","NOK/EUR","FX","0.00","1.00","1,668,870.00","-440.44","-440.44","Cash and/or Derivatives","-","-","European Union","EUR"
"SEK","SEK/EUR","FX","0.00","1.00","4,399,905.00","-925.22","-925.22","Cash and/or Derivatives","-","-","European Union","EUR"
"GBP","GBP/EUR","FX","0.00","1.00","1,749,950.00","-2,776.19","-2,776.19","Cash and/or Derivatives","-","-","European Union","EUR"
"USD","USD CASH","Cash","0.00","86.73","-14,753.00","-12,796.05","-12,796.05","Cash and/or Derivatives","-","-","United States","USD"
"NOK","NOK CASH","Cash","-0.04","10.57","-2,193,788.00","-231,901.17","-231,901.17","Cash and/or Derivatives","-","-","Norway","NOK"
"DKK","DKK CASH","Cash","-0.07","13.40","-3,189,970.00","-427,570.88","-427,570.88","Cash and/or Derivatives","-","-","Denmark","DKK"
"SEK","SEK CASH","Cash","-0.08","9.69","-4,969,416.00","-481,476.19","-481,476.19","Cash and/or Derivatives","-","-","Sweden","SEK"
"CHF","CHF CASH","Cash","-0.18","87.39","-1,188,548.00","-1,038,613.14","-1,038,613.14","Cash and/or Derivatives","-","-","Switzerland","CHF"
"GBP","GBP CASH","Cash","-0.36","113.92","-1,832,270.00","-2,087,256.89","-2,087,256.89","Cash and/or Derivatives","-","-","United Kingdom","GBP"
 
