"Fund Holdings as of,""17/Oct/2018"""
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"BPOST,""BPOST SA"",""Equity"",""0.28"",""13.36"",""169,348.00"",""2,262,489.28"",""2,262,489.28"",""Industrials"",""BE0974268972"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"EBRO,""EBRO FOODS S.A."",""Equity"",""0.28"",""17.44"",""129,178.00"",""2,252,864.32"",""2,252,864.32"",""Consumer Staples"",""ES0112501012"",""Bolsa De Madrid"",""Spain"",""EUR"""
"NOS,""NOS SGPS SA"",""Equity"",""0.28"",""5.13"",""437,121.00"",""2,242,430.73"",""2,242,430.73"",""Communication"",""PTZON0AM0006"",""Nyse Euronext - Euronext Lisbon"",""Portugal"",""EUR"""
"MELE,""MELEXIS NV"",""Equity"",""0.27"",""64.90"",""34,005.00"",""2,206,924.50"",""2,206,924.50"",""Information Technology"",""BE0165385973"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"PSG,""PROSEGUR S.A. COMPANIA DE SEGURIDA"",""Equity"",""0.27"",""4.70"",""468,512.00"",""2,202,006.40"",""2,202,006.40"",""Industrials"",""ES0175438003"",""Bolsa De Madrid"",""Spain"",""EUR"""
"ONTEX,""ONTEX GROUP NV"",""Equity"",""0.27"",""17.60"",""124,484.00"",""2,190,918.40"",""2,190,918.40"",""Consumer Staples"",""BE0974276082"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"SAX,""STROEER SE"",""Equity"",""0.27"",""45.58"",""48,055.00"",""2,190,346.90"",""2,190,346.90"",""Communication"",""DE0007493991"",""Xetra"",""Germany"",""EUR"""
"BZU,""BUZZI UNICEM SENZA VINCOLI DI RAPP"",""Equity"",""0.27"",""17.35"",""125,588.00"",""2,178,951.80"",""2,178,951.80"",""Materials"",""IT0001347308"",""Borsa Italiana"",""Italy"",""EUR"""
"AMP,""AMPLIFON S.P.A."",""Equity"",""0.27"",""16.31"",""133,029.00"",""2,169,702.99"",""2,169,702.99"",""Health Care"",""IT0004056880"",""Borsa Italiana"",""Italy"",""EUR"""
"IRE,""IREN S.P.A."",""Equity"",""0.26"",""1.93"",""1,097,383.00"",""2,117,949.19"",""2,117,949.19"",""Utilities"",""IT0003027817"",""Borsa Italiana"",""Italy"",""EUR"""
"GTT,""GAZTRANSPORT & TECHNIGAZ SA"",""Equity"",""0.26"",""67.70"",""31,130.00"",""2,107,501.00"",""2,107,501.00"",""Energy"",""FR0011726835"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"WHA,""WERELDHAVE NV"",""Equity"",""0.26"",""30.67"",""68,287.00"",""2,094,362.29"",""2,094,362.29"",""Real Estate"",""NL0000289213"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"EURN,""EURONAV NV"",""Equity"",""0.25"",""7.96"",""257,405.00"",""2,050,230.82"",""2,050,230.82"",""Energy"",""BE0003816338"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"TKWY,""TAKEAWAY.COM NV"",""Equity"",""0.25"",""56.50"",""36,241.00"",""2,047,616.50"",""2,047,616.50"",""Consumer Discretionary"",""NL0012015705"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"POST,""OSTERREICHISCHE POST AG"",""Equity"",""0.25"",""35.56"",""56,711.00"",""2,016,643.16"",""2,016,643.16"",""Industrials"",""AT0000APOST4"",""Wiener Boerse Ag"",""Austria"",""EUR"""
"BGN,""BANCA GENERALI S.P.A."",""Equity"",""0.25"",""20.24"",""99,391.00"",""2,011,673.84"",""2,011,673.84"",""Financials"",""IT0001031084"",""Borsa Italiana"",""Italy"",""EUR"""
"SOI,""SOITEC SA"",""Equity"",""0.25"",""63.30"",""31,584.00"",""1,999,267.20"",""1,999,267.20"",""Information Technology"",""FR0013227113"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"HOME,""NEINOR HOMES SA"",""Equity"",""0.24"",""14.94"",""132,666.00"",""1,982,030.04"",""1,982,030.04"",""Consumer Discretionary"",""ES0105251005"",""Bolsa De Madrid"",""Spain"",""EUR"""
"AMG,""AMG ADVANCED METALLURGICAL GROUP N"",""Equity"",""0.24"",""40.16"",""49,324.00"",""1,980,851.84"",""1,980,851.84"",""Materials"",""NL0000888691"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"GBF,""BILFINGER"",""Equity"",""0.24"",""37.68"",""52,505.00"",""1,978,388.40"",""1,978,388.40"",""Industrials"",""DE0005909006"",""Xetra"",""Germany"",""EUR"""
"UNI,""UNICAJA BANCO SA"",""Equity"",""0.24"",""1.33"",""1,487,327.00"",""1,978,144.91"",""1,978,144.91"",""Financials"",""ES0180907000"",""Bolsa De Madrid"",""Spain"",""EUR"""
"HLAG,""HAPAG LLOYD AG"",""Equity"",""0.24"",""33.42"",""59,045.00"",""1,973,283.90"",""1,973,283.90"",""Industrials"",""DE000HLAG475"",""Xetra"",""Germany"",""EUR"""
"COK,""CANCOM"",""Equity"",""0.24"",""34.60"",""56,460.00"",""1,953,516.00"",""1,953,516.00"",""Information Technology"",""DE0005419105"",""Xetra"",""Germany"",""EUR"""
"ANIM,""ANIMA HOLDING"",""Equity"",""0.24"",""3.77"",""517,314.00"",""1,950,273.78"",""1,950,273.78"",""Financials"",""IT0004998065"",""Borsa Italiana"",""Italy"",""EUR"""
"ZOT,""ZARDOYA OTIS SA"",""Equity"",""0.24"",""6.12"",""317,563.00"",""1,941,897.75"",""1,941,897.75"",""Industrials"",""ES0184933812"",""Bolsa De Madrid"",""Spain"",""EUR"""
"COP,""COMPUGROUP MEDICAL"",""Equity"",""0.24"",""47.68"",""40,696.00"",""1,940,385.28"",""1,940,385.28"",""Health Care"",""DE0005437305"",""Xetra"",""Germany"",""EUR"""
"TKA,""TELEKOM AUSTRIA AG"",""Equity"",""0.23"",""6.69"",""282,351.00"",""1,888,928.19"",""1,888,928.19"",""Communication"",""AT0000720008"",""Wiener Boerse Ag"",""Austria"",""EUR"""
"SIX2,""SIXT"",""Equity"",""0.23"",""91.00"",""20,675.00"",""1,881,425.00"",""1,881,425.00"",""Industrials"",""DE0007231326"",""Xetra"",""Germany"",""EUR"""
"PNL,""POSTNL NV"",""Equity"",""0.23"",""2.56"",""735,643.00"",""1,880,303.51"",""1,880,303.51"",""Industrials"",""NL0009739416"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"AIXA,""AIXTRON"",""Equity"",""0.23"",""9.92"",""189,438.00"",""1,879,603.84"",""1,879,603.84"",""Information Technology"",""DE000A0WMPJ6"",""Xetra"",""Germany"",""EUR"""
"AGL,""AUTOGRILL"",""Equity"",""0.23"",""8.66"",""216,738.00"",""1,876,951.08"",""1,876,951.08"",""Consumer Discretionary"",""IT0001137345"",""Borsa Italiana"",""Italy"",""EUR"""
"IDR,""INDRA SISTEMAS SA"",""Equity"",""0.23"",""8.96"",""208,912.00"",""1,871,851.52"",""1,871,851.52"",""Information Technology"",""ES0118594417"",""Bolsa De Madrid"",""Spain"",""EUR"""
"LOG,""LOGISTA CIA DE DISTRIBUCION INTEGR"",""Equity"",""0.23"",""20.96"",""89,180.00"",""1,869,212.80"",""1,869,212.80"",""Industrials"",""ES0105027009"",""Bolsa De Madrid"",""Spain"",""EUR"""
"KEMIRA,""KEMIRA"",""Equity"",""0.23"",""10.86"",""171,982.00"",""1,867,724.52"",""1,867,724.52"",""Materials"",""FI0009004824"",""Nasdaq Omx Helsinki Ltd."",""Finland"",""EUR"""
"IMA,""INDUSTRIA MACCHINE AUTOMATICHE"",""Equity"",""0.23"",""61.85"",""30,001.00"",""1,855,561.85"",""1,855,561.85"",""Industrials"",""IT0001049623"",""Borsa Italiana"",""Italy"",""EUR"""
"NHH,""NH HOTEL GROUP SA"",""Equity"",""0.23"",""6.29"",""294,107.00"",""1,849,933.03"",""1,849,933.03"",""Consumer Discretionary"",""ES0161560018"",""Bolsa De Madrid"",""Spain"",""EUR"""
"LNZ,""LENZING AG"",""Equity"",""0.23"",""82.00"",""22,469.00"",""1,842,458.00"",""1,842,458.00"",""Materials"",""AT0000644505"",""Wiener Boerse Ag"",""Austria"",""EUR"""
"CSTM,""CONSTELLIUM NV CLASS A"",""Equity"",""0.23"",""9.03"",""203,303.00"",""1,835,625.34"",""1,835,625.34"",""Materials"",""NL0010489522"",""New York Stock Exchange Inc."",""Netherlands"",""USD"""
"DHG,""DALATA HOTEL GROUP PLC"",""Equity"",""0.22"",""5.85"",""311,539.00"",""1,822,503.15"",""1,822,503.15"",""Consumer Discretionary"",""IE00BJMZDW83"",""Irish Stock Exchange - All Market"",""Ireland"",""EUR"""
"REY,""REPLY"",""Equity"",""0.22"",""52.70"",""34,536.00"",""1,820,047.20"",""1,820,047.20"",""Information Technology"",""IT0005282865"",""Borsa Italiana"",""Italy"",""EUR"""
"LEO,""LEONI N AG"",""Equity"",""0.22"",""32.82"",""54,869.00"",""1,800,800.58"",""1,800,800.58"",""Consumer Discretionary"",""DE0005408884"",""Xetra"",""Germany"",""EUR"""
"ENAV,""ENAV SPA"",""Equity"",""0.22"",""3.96"",""454,897.00"",""1,799,572.53"",""1,799,572.53"",""Industrials"",""IT0005176406"",""Borsa Italiana"",""Italy"",""EUR"""
"MEL,""MELIA HOTELS INTERNATIONAL SA"",""Equity"",""0.22"",""9.26"",""193,719.00"",""1,793,837.94"",""1,793,837.94"",""Consumer Discretionary"",""ES0176252718"",""Bolsa De Madrid"",""Spain"",""EUR"""
"CASS,""CATTOLICA ASS"",""Equity"",""0.22"",""7.01"",""252,865.00"",""1,772,583.65"",""1,772,583.65"",""Financials"",""IT0000784154"",""Borsa Italiana"",""Italy"",""EUR"""
"DNA,""DNA OYJ"",""Equity"",""0.22"",""19.85"",""88,848.00"",""1,763,632.80"",""1,763,632.80"",""Communication"",""FI4000062385"",""Nasdaq Omx Helsinki Ltd."",""Finland"",""EUR"""
"C5H,""CAIRN HOMES PLC"",""Equity"",""0.22"",""1.45"",""1,215,174.00"",""1,762,002.30"",""1,762,002.30"",""Consumer Discretionary"",""IE00BWY4ZF18"",""Irish Stock Exchange - All Market"",""Ireland"",""EUR"""
"SANT,""S&T AG"",""Equity"",""0.22"",""21.96"",""79,851.00"",""1,753,527.96"",""1,753,527.96"",""Information Technology"",""AT0000A0E9W5"",""Xetra"",""Germany"",""EUR"""
"ENC,""ENCE ENERGIA Y CELULOSA SA"",""Equity"",""0.21"",""7.53"",""231,863.00"",""1,744,769.08"",""1,744,769.08"",""Materials"",""ES0130625512"",""Bolsa De Madrid"",""Spain"",""EUR"""
"GCC,""C C GROUP PLC"",""Equity"",""0.21"",""3.31"",""522,099.00"",""1,730,758.19"",""1,730,758.19"",""Consumer Staples"",""IE00B010DT83"",""Irish Stock Exchange - All Market"",""Ireland"",""EUR"""
"ALM,""ALMIRALL S.A."",""Equity"",""0.21"",""16.19"",""106,738.00"",""1,728,088.22"",""1,728,088.22"",""Health Care"",""ES0157097017"",""Bolsa De Madrid"",""Spain"",""EUR"""
"UQA,""UNIQA INSURANCE GROUP AG"",""Equity"",""0.21"",""8.14"",""211,171.00"",""1,718,931.94"",""1,718,931.94"",""Financials"",""AT0000821103"",""Wiener Boerse Ag"",""Austria"",""EUR"""
"FAE,""FAES FARMA S.A."",""Equity"",""0.21"",""3.84"",""448,024.00"",""1,718,172.04"",""1,718,172.04"",""Health Care"",""ES0134950F36"",""Bolsa De Madrid"",""Spain"",""EUR"""
"BEFB,""BEFIMMO SA"",""Equity"",""0.21"",""48.85"",""35,015.00"",""1,710,482.75"",""1,710,482.75"",""Real Estate"",""BE0003678894"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"FNAC,""FNAC DARTY SA"",""Equity"",""0.21"",""58.05"",""29,112.00"",""1,689,951.60"",""1,689,951.60"",""Consumer Discretionary"",""FR0011476928"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"BC,""BRUNELLO CUCINELLI"",""Equity"",""0.21"",""29.55"",""57,098.00"",""1,687,245.90"",""1,687,245.90"",""Consumer Discretionary"",""IT0004764699"",""Borsa Italiana"",""Italy"",""EUR"""
"SRS,""SARAS S.P.A."",""Equity"",""0.21"",""1.75"",""962,655.00"",""1,683,683.60"",""1,683,683.60"",""Energy"",""IT0000433307"",""Borsa Italiana"",""Italy"",""EUR"""
"SIX3,""SIXT PREF"",""Equity"",""0.21"",""59.50"",""28,290.00"",""1,683,255.00"",""1,683,255.00"",""Industrials"",""DE0007231334"",""Xetra"",""Germany"",""EUR"""
"GN1,""GREEN REIT PLC"",""Equity"",""0.21"",""1.49"",""1,123,127.00"",""1,677,951.74"",""1,677,951.74"",""Real Estate"",""IE00BBR67J55"",""Irish Stock Exchange - All Market"",""Ireland"",""EUR"""
"GEST,""GESTAMP AUTOMOCION SA"",""Equity"",""0.21"",""5.68"",""294,007.00"",""1,671,429.79"",""1,671,429.79"",""Consumer Discretionary"",""ES0105223004"",""Bolsa De Madrid"",""Spain"",""EUR"""
"NEO,""NEOPOST SA"",""Equity"",""0.20"",""28.16"",""59,269.00"",""1,669,015.04"",""1,669,015.04"",""Information Technology"",""FR0000120560"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"HBRN,""HIBERNIA REIT PLC"",""Equity"",""0.20"",""1.41"",""1,182,739.00"",""1,667,661.99"",""1,667,661.99"",""Real Estate"",""IE00BGHQ1986"",""Irish Stock Exchange - All Market"",""Ireland"",""EUR"""
"SIS,""SOCIETA INIZIATIVE AUTOSTRADALI E"",""Equity"",""0.20"",""12.27"",""135,890.00"",""1,667,370.30"",""1,667,370.30"",""Industrials"",""IT0003201198"",""Borsa Italiana"",""Italy"",""EUR"""
"MDM,""MAISONS DU MONDE SA"",""Equity"",""0.20"",""21.80"",""76,244.00"",""1,662,119.20"",""1,662,119.20"",""Consumer Discretionary"",""FR0013153541"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"SFER,""SALVATORE FERRAGAMO"",""Equity"",""0.20"",""19.20"",""86,537.00"",""1,661,943.08"",""1,661,943.08"",""Consumer Discretionary"",""IT0004712375"",""Borsa Italiana"",""Italy"",""EUR"""
"TL5,""MEDIASET ESPANA COMUNICACION SA"",""Equity"",""0.20"",""5.99"",""275,401.00"",""1,649,651.99"",""1,649,651.99"",""Communication"",""ES0152503035"",""Bolsa De Madrid"",""Spain"",""EUR"""
"SZU,""SUEDZUCKER AG"",""Equity"",""0.20"",""13.37"",""122,744.00"",""1,640,473.56"",""1,640,473.56"",""Consumer Staples"",""DE0007297004"",""Xetra"",""Germany"",""EUR"""
"ARCAD,""ARCADIS N.V."",""Equity"",""0.20"",""13.55"",""120,153.00"",""1,628,073.15"",""1,628,073.15"",""Industrials"",""NL0006237562"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"SBO,""SCHOELLER-BLECKMANN OILFIELD EQUIP"",""Equity"",""0.20"",""85.15"",""19,117.00"",""1,627,812.55"",""1,627,812.55"",""Energy"",""AT0000946652"",""Wiener Boerse Ag"",""Austria"",""EUR"""
"VCT,""VICAT SA"",""Equity"",""0.20"",""47.64"",""33,939.00"",""1,616,853.96"",""1,616,853.96"",""Materials"",""FR0000031775"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"AR4,""AURELIUS"",""Equity"",""0.20"",""41.32"",""39,128.00"",""1,616,768.96"",""1,616,768.96"",""Financials"",""DE000A0JK2A8"",""Xetra"",""Germany"",""EUR"""
"INTER,""INTERTRUST NV"",""Equity"",""0.20"",""14.69"",""110,050.00"",""1,616,634.50"",""1,616,634.50"",""Industrials"",""NL0010937058"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"MS,""MEDIASET"",""Equity"",""0.20"",""2.70"",""595,079.00"",""1,606,118.22"",""1,606,118.22"",""Communication"",""IT0001063210"",""Borsa Italiana"",""Italy"",""EUR"""
"RENE,""REN REDES ENERGETICAS NACIONAIS SA"",""Equity"",""0.20"",""2.39"",""672,255.00"",""1,605,344.94"",""1,605,344.94"",""Utilities"",""PTREL0AM0008"",""Nyse Euronext - Euronext Lisbon"",""Portugal"",""EUR"""
"IPS,""IPSOS SA"",""Equity"",""0.19"",""26.52"",""59,702.00"",""1,583,297.04"",""1,583,297.04"",""Communication"",""FR0000073298"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"FCC,""FOMENTO DE CONSTRUCCIONES Y CONTRA"",""Equity"",""0.19"",""12.40"",""127,077.00"",""1,575,754.80"",""1,575,754.80"",""Industrials"",""ES0122060314"",""Bolsa De Madrid"",""Spain"",""EUR"""
"VIG,""VIENNA INSURANCE GROUP AG"",""Equity"",""0.19"",""23.96"",""65,707.00"",""1,574,339.72"",""1,574,339.72"",""Financials"",""AT0000908504"",""Wiener Boerse Ag"",""Austria"",""EUR"""
"ERG,""ERG"",""Equity"",""0.19"",""17.70"",""88,331.00"",""1,563,458.70"",""1,563,458.70"",""Utilities"",""IT0001157020"",""Borsa Italiana"",""Italy"",""EUR"""
"DIE,""DIETEREN (D) SA"",""Equity"",""0.19"",""36.50"",""42,719.00"",""1,559,243.50"",""1,559,243.50"",""Consumer Discretionary"",""BE0974259880"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"FUR,""FUGRO NV"",""Equity"",""0.19"",""10.87"",""142,018.00"",""1,543,025.57"",""1,543,025.57"",""Energy"",""NL0000352565"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"BAR,""BARCO NV"",""Equity"",""0.19"",""100.40"",""15,306.00"",""1,536,722.40"",""1,536,722.40"",""Information Technology"",""BE0003790079"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"GIMB,""GIMV INVESTERINGSMAATSCHAPPIJ VOOR"",""Equity"",""0.19"",""46.95"",""32,728.00"",""1,536,579.60"",""1,536,579.60"",""Financials"",""BE0003699130"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"NVG,""THE NAVIGATOR COMPANY SA"",""Equity"",""0.19"",""4.22"",""361,496.00"",""1,524,790.13"",""1,524,790.13"",""Materials"",""PTPTI0AM0006"",""Nyse Euronext - Euronext Lisbon"",""Portugal"",""EUR"""
"INH,""INDUS HOLDING AG"",""Equity"",""0.19"",""48.60"",""31,345.00"",""1,523,367.00"",""1,523,367.00"",""Industrials"",""DE0006200108"",""Xetra"",""Germany"",""EUR"""
"TGYM,""TECHNOGYM"",""Equity"",""0.19"",""10.02"",""151,892.00"",""1,521,957.84"",""1,521,957.84"",""Consumer Discretionary"",""IT0005162406"",""Borsa Italiana"",""Italy"",""EUR"""
"EUCAR,""EUROPCAR MOBILITY SA"",""Equity"",""0.18"",""8.44"",""175,761.00"",""1,483,422.84"",""1,483,422.84"",""Industrials"",""FR0012789949"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"YIT,""YIT"",""Equity"",""0.18"",""5.42"",""271,262.00"",""1,470,240.04"",""1,470,240.04"",""Industrials"",""FI0009800643"",""Nasdaq Omx Helsinki Ltd."",""Finland"",""EUR"""
"GIL,""DMG MORI AG"",""Equity"",""0.18"",""45.00"",""32,619.00"",""1,467,855.00"",""1,467,855.00"",""Industrials"",""DE0005878003"",""Xetra"",""Germany"",""EUR"""
"FLOW,""FLOW TRADERS NV"",""Equity"",""0.18"",""26.80"",""54,715.00"",""1,466,362.00"",""1,466,362.00"",""Financials"",""NL0011279492"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"ZO1,""ZOOPLUS AG"",""Equity"",""0.18"",""143.90"",""10,181.00"",""1,465,045.90"",""1,465,045.90"",""Consumer Discretionary"",""DE0005111702"",""Xetra"",""Germany"",""EUR"""
"TOM2,""TOMTOM NV"",""Equity"",""0.18"",""6.61"",""218,388.00"",""1,444,418.23"",""1,444,418.23"",""Consumer Discretionary"",""NL0000387058"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"TRI,""TRIGANO SA"",""Equity"",""0.17"",""97.55"",""14,614.00"",""1,425,595.70"",""1,425,595.70"",""Consumer Discretionary"",""FR0005691656"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"IR5B,""IRISH CONTINENTAL GROUP UNITS PLC"",""Equity"",""0.17"",""5.13"",""276,399.00"",""1,417,926.87"",""1,417,926.87"",""Industrials"",""IE00BLP58571"",""Irish Stock Exchange - All Market"",""Ireland"",""EUR"""
"WSU,""WASHTEC AG"",""Equity"",""0.17"",""73.00"",""19,257.00"",""1,405,761.00"",""1,405,761.00"",""Industrials"",""DE0007507501"",""Xetra"",""Germany"",""EUR"""
"PFV,""PFEIFFER VACUUM TECHNOLOGY AG"",""Equity"",""0.17"",""121.10"",""11,603.00"",""1,405,123.30"",""1,405,123.30"",""Industrials"",""DE0006916604"",""Xetra"",""Germany"",""EUR"""
"CEC,""CECONOMY AG"",""Equity"",""0.17"",""4.66"",""300,875.00"",""1,401,174.88"",""1,401,174.88"",""Consumer Discretionary"",""DE0007257503"",""Xetra"",""Germany"",""EUR"""
"DEZ,""DEUTZ AG"",""Equity"",""0.17"",""6.91"",""199,861.00"",""1,380,040.21"",""1,380,040.21"",""Industrials"",""DE0006305006"",""Xetra"",""Germany"",""EUR"""
"BFIT,""BASIC-FIT NV"",""Equity"",""0.17"",""27.20"",""50,343.00"",""1,369,329.60"",""1,369,329.60"",""Consumer Discretionary"",""NL0011872650"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"O1BC,""XING N"",""Equity"",""0.17"",""280.50"",""4,824.00"",""1,353,132.00"",""1,353,132.00"",""Communication"",""DE000XNG8888"",""Xetra"",""Germany"",""EUR"""
"MARR,""MARR S.P.A."",""Equity"",""0.17"",""23.48"",""57,534.00"",""1,350,898.32"",""1,350,898.32"",""Consumer Staples"",""IT0003428445"",""Borsa Italiana"",""Italy"",""EUR"""
"LBK,""LIBERBANK SA"",""Equity"",""0.16"",""0.43"",""3,124,188.00"",""1,340,276.65"",""1,340,276.65"",""Financials"",""ES0168675090"",""Bolsa De Madrid"",""Spain"",""EUR"""
"TRE,""TECNICAS REUNIDAS S.A."",""Equity"",""0.16"",""23.72"",""55,512.00"",""1,316,744.64"",""1,316,744.64"",""Energy"",""ES0178165017"",""Bolsa De Madrid"",""Spain"",""EUR"""
"TESB,""TESSENDERLO GROUP NV"",""Equity"",""0.16"",""30.10"",""43,668.00"",""1,314,406.80"",""1,314,406.80"",""Materials"",""BE0003555639"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"ALCLS,""CELLECTIS SA"",""Equity"",""0.16"",""24.20"",""54,236.00"",""1,312,511.20"",""1,312,511.20"",""Health Care"",""FR0010425595"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"LRE,""LAR ESPANA REAL ESTATE SA"",""Equity"",""0.16"",""8.47"",""153,734.00"",""1,302,126.98"",""1,302,126.98"",""Real Estate"",""ES0105015012"",""Bolsa De Madrid"",""Spain"",""EUR"""
"HFG,""HELLOFRESH"",""Equity"",""0.16"",""10.56"",""122,679.00"",""1,295,490.24"",""1,295,490.24"",""Consumer Discretionary"",""DE000A161408"",""Xetra"",""Germany"",""EUR"""
"ERA,""ERAMET SA"",""Equity"",""0.16"",""79.70"",""16,093.00"",""1,282,612.10"",""1,282,612.10"",""Materials"",""FR0000131757"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"SPI,""S IMMO AG"",""Equity"",""0.16"",""16.20"",""79,019.00"",""1,280,107.80"",""1,280,107.80"",""Real Estate"",""AT0000652250"",""Wiener Boerse Ag"",""Austria"",""EUR"""
"OTE1V,""OUTOTEC"",""Equity"",""0.16"",""5.20"",""246,015.00"",""1,279,278.00"",""1,279,278.00"",""Industrials"",""FI0009014575"",""Nasdaq Omx Helsinki Ltd."",""Finland"",""EUR"""
"PAT,""PATRIZIA IMMOBILIEN AG"",""Equity"",""0.16"",""16.04"",""79,742.00"",""1,279,061.68"",""1,279,061.68"",""Real Estate"",""DE000PAT1AG3"",""Xetra"",""Germany"",""EUR"""
"KIN,""KINEPOLIS NV"",""Equity"",""0.15"",""48.60"",""25,964.00"",""1,261,850.40"",""1,261,850.40"",""Communication"",""BE0974274061"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"BAMNB,""BAM GROEP KONINKLIJKE NV"",""Equity"",""0.15"",""3.12"",""403,064.00"",""1,258,365.81"",""1,258,365.81"",""Industrials"",""NL0000337319"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"CFEB,""AANNEMINGSMAATSCHAPPIJ CFE NV"",""Equity"",""0.15"",""95.30"",""13,163.00"",""1,254,433.90"",""1,254,433.90"",""Industrials"",""BE0003883031"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"ALS30,""SOLUTIONS SE"",""Equity"",""0.15"",""41.00"",""30,584.00"",""1,253,944.00"",""1,253,944.00"",""Information Technology"",""FR0013188844"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"PAC,""PAPELES Y CARTONES DE EUROPA S.A."",""Equity"",""0.15"",""16.72"",""74,996.00"",""1,253,933.12"",""1,253,933.12"",""Materials"",""ES0168561019"",""Bolsa De Madrid"",""Spain"",""EUR"""
"BEKB,""BEKAERT (D) SA"",""Equity"",""0.15"",""19.65"",""62,583.00"",""1,229,755.95"",""1,229,755.95"",""Materials"",""BE0974258874"",""Nyse Euronext - Euronext Brussels"",""Belgium"",""EUR"""
"SCYR,""SACYR SA"",""Equity"",""0.15"",""2.15"",""563,376.00"",""1,213,511.90"",""1,213,511.90"",""Industrials"",""ES0182870214"",""Bolsa De Madrid"",""Spain"",""EUR"""
"DBV,""DBV TECHNOLOGIES SA"",""Equity"",""0.15"",""33.70"",""35,538.00"",""1,197,630.60"",""1,197,630.60"",""Health Care"",""FR0010417345"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"SKB,""KOENIG & BAUER AG"",""Equity"",""0.14"",""49.74"",""23,611.00"",""1,174,411.14"",""1,174,411.14"",""Industrials"",""DE0007193500"",""Xetra"",""Germany"",""EUR"""
"OIZ,""ORIGIN ENTERPRISES PLC"",""Equity"",""0.14"",""5.61"",""208,403.00"",""1,169,140.83"",""1,169,140.83"",""Consumer Staples"",""IE00B1WV4493"",""Irish Stock Exchange - All Market"",""Ireland"",""EUR"""
"KCO,""KLOECKNER & CO"",""Equity"",""0.14"",""9.47"",""123,109.00"",""1,166,457.77"",""1,166,457.77"",""Industrials"",""DE000KC01000"",""Xetra"",""Germany"",""EUR"""
"ISR,""ISRA VISION AG"",""Equity"",""0.14"",""41.20"",""28,225.00"",""1,162,870.00"",""1,162,870.00"",""Information Technology"",""DE0005488100"",""Xetra"",""Germany"",""EUR"""
"CVAL,""BANCA PICCOLO CREDITO VALTELLINESE"",""Equity"",""0.14"",""0.10"",""11,923,761.00"",""1,162,566.70"",""1,162,566.70"",""Financials"",""IT0005319444"",""Borsa Italiana"",""Italy"",""EUR"""
"WES,""KONINKLIJKE WESSANEN NV"",""Equity"",""0.14"",""9.09"",""127,765.00"",""1,161,383.85"",""1,161,383.85"",""Consumer Staples"",""NL0000395317"",""Euronext Amsterdam"",""Netherlands"",""EUR"""
"COFA,""COFACE SA"",""Equity"",""0.14"",""7.44"",""155,477.00"",""1,156,748.88"",""1,156,748.88"",""Financials"",""FR0010667147"",""Nyse Euronext - Euronext Paris"",""France"",""EUR"""
"KWS,""KWS SAAT"",""Equity"",""0.14"",""295.00"",""3,887.00"",""1,146,665.00"",""1,146,665.00"",""Consumer Staples"",""DE0007074007"",""Xetra"",""Germany"",""EUR"""
